"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.595039820E1,-3.662970960E-1,8.810282707E0,-5.386722088E0
7.595278841E1,-5.793718696E-1,9.490206718E0,-6.787270069E0
7.595517804E1,-6.631653905E-1,1.136957455E1,-5.879906654E0
7.595756778E1,-6.081010699E-1,1.163771439E1,-5.527974129E0
7.595995711E1,-6.847122312E-1,1.074950314E1,-7.268484116E0
7.596234705E1,-8.211758733E-1,1.149646187E1,-6.796846390E0
7.596473695E1,-6.679535508E-1,1.228651524E1,-2.995017529E0
7.596712695E1,-4.429082870E-1,1.066331577E1,-1.091709018E0
7.596951737E1,-5.195194483E-1,9.664977074E0,-1.309571981E0
7.597190664E1,-4.453023672E-1,1.010788536E1,7.134414315E-1
7.597429565E1,-2.346216738E-1,8.726490021E0,2.702937603E0
7.597668513E1,-4.022085965E-1,7.237360477E0,2.331852198E0
7.597907466E1,-6.320420504E-1,8.130359650E0,2.166659355E0
7.598146445E1,-8.163877130E-1,9.660187721E0,4.132214546E0
7.598385450E1,-1.027068377E0,9.415989876E0,4.548787594E0
7.598624351E1,-1.199443460E0,1.026350117E1,3.208092213E0
7.598863341E1,-1.264084101E0,1.227454376E1,1.984707832E0
7.599102284E1,-1.185078859E0,1.187233639E1,-4.668492377E-1
7.599341200E1,-9.672158957E-1,1.175981331E1,-1.982313752E0
7.599580132E1,-6.559830904E-1,1.361284542E1,-1.333513021E0
7.599819028E1,-3.016564250E-1,1.447472095E1,-1.053403467E-1
7.600057976E1,2.441980839E-1,1.316036129E1,9.815804660E-2
7.600296872E1,7.756879926E-1,1.131211662E1,-1.575317025E0
7.600535711E1,9.624276757E-1,1.021561909E1,-3.385255814E0
7.600774643E1,1.019886017E0,9.365714073E0,-2.317487478E0
7.601013528E1,1.156349778E0,7.823914528E0,1.532223076E-1
7.601252372E1,9.121516347E-1,6.744175911E0,-2.633508667E-2
7.601491304E1,3.279915452E-1,6.507160664E0,-1.244931340E0
7.601730252E1,-7.421706617E-2,5.305323124E0,-1.163532019E0
7.601969200E1,-6.511948705E-1,4.395565510E0,-1.278448701E0
7.602208091E1,-1.352665782E0,5.571067810E0,-9.336984754E-1
7.602446877E1,-1.721356988E0,6.983585835E0,5.817660093E-1
7.602685867E1,-1.915279031E0,7.359459400E0,1.058191657E0
7.602924825E1,-1.920067191E0,7.780820847E0,-2.681390643E-1
7.603163716E1,-1.750086069E0,8.961112022E0,-1.630381227E0
7.603402643E1,-1.311966181E0,9.140668869E0,-2.509015560E0
7.603641591E1,-6.966827512E-1,8.805495262E0,-3.962233543E0
7.603880591E1,-2.250452787E-1,1.032096004E1,-3.933504343E0
7.604119523E1,3.806616962E-1,1.088596725E1,-3.955051184E0
7.604358414E1,8.331463933E-1,1.167123127E1,-3.236821413E0
7.604597414E1,1.316754222E0,1.253550053E1,-1.620804906E0
7.604836382E1,1.637563467E0,1.185318279E1,-3.234427452E0
7.605075294E1,1.390971422E0,1.277491093E1,-2.844189167E0
7.605314205E1,1.510676265E0,1.257141304E1,-5.099430084E-1
7.605553117E1,1.170714259E0,1.271505833E1,-2.394098556E-3
7.605792070E1,3.902381063E-1,1.438613892E1,1.220990419E0
7.606031002E1,1.412518322E-1,1.362481594E1,2.152294636E0
7.606269898E1,-3.160210252E-1,1.306938457E1,1.575317025E0
7.606508919E1,-8.690578938E-1,1.370142746E1,7.421706617E-2
7.606747825E1,-1.144379258E0,1.388816738E1,-3.782675862E-1
7.606986721E1,-1.113255858E0,1.347877598E1,1.867396981E-1
7.607225700E1,-9.504572153E-1,1.321542454E1,-6.344361901E-1
7.607464726E1,-7.589293122E-1,1.282997513E1,-2.518591881E0
7.607703773E1,-3.184151351E-1,1.158265018E1,-3.409196615E0
7.607942716E1,2.968682647E-1,9.818199158E0,-3.315826654E0
7.608181612E1,6.775299311E-1,8.460744858E0,-4.031662464E0
7.608420601E1,8.690578938E-1,8.283581734E0,-2.971076488E0
7.608659513E1,1.410124183E0,6.830363274E0,-5.721896291E-1
7.608898388E1,1.695021868E0,4.692433357E0,-8.690578938E-1
7.609137320E1,1.697415948E0,4.371624470E0,-1.754874349E0
7.609376237E1,1.922461271E0,4.297407627E0,-1.067767978E0
7.609615221E1,1.960766912E0,3.390043736E0,-1.094103098E0
7.609854190E1,1.857820630E0,2.822642565E0,-2.662237644E0
7.610093101E1,1.611228466E0,4.443447590E0,-2.935164928E0
7.610331961E1,1.347877622E0,6.215080738E0,-1.170714259E0
7.610570872E1,1.168320298E0,6.404213905E0,-7.924466729E-1
7.610809783E1,7.086532712E-1,8.285976410E0,-1.434065104E0
7.611048773E1,3.902381063E-1,1.026828957E1,-1.884155750E0
7.611287763E1,2.585626841E-1,1.044784737E1,-2.650267363E0
7.611526768E1,1.173108369E-1,1.133366299E1,-2.863342047E0
7.611765716E1,1.747692078E-1,1.317233086E1,-2.355793238E0
7.612004612E1,3.758735061E-1,1.409645271E1,-2.027801514E0
7.612243544E1,7.134414315E-1,1.435262203E1,-1.520252705E0
7.612482466E1,1.283236861E0,1.401266003E1,-1.194655299E0
7.612721377E1,1.706992388E0,1.372297382E1,-1.556164145E0
7.612960304E1,2.102018833E0,1.390971375E1,-5.051548481E-1
7.613199216E1,2.662237644E0,1.280842781E1,2.489862591E-1
7.613438143E1,2.829824686E0,1.216202164E1,2.609567642E-1
7.613677065E1,2.956712008E0,1.155392075E1,-2.418039739E-1
7.613915987E1,2.906435966E0,1.079020309E1,-7.780820727E-1
7.614155013E1,2.628720522E0,9.487812996E0,-2.046954393E0
7.614394148E1,2.181024075E0,8.697760582E0,-3.785069942E0
7.614633065E1,1.618410707E0,8.525385857E0,-4.517664433E0
7.614872044E1,1.168320298E0,7.146385193E0,-6.071434498E0
7.615111028E1,5.075489283E-1,7.261301517E0,-6.109739780E0
7.615350018E1,6.942886859E-2,7.591687202E0,-5.010848522E0
7.615588976E1,-1.556164175E-1,6.945280552E0,-4.804955959E0
7.615827914E1,-2.777154744E-1,6.665171146E0,-4.280648708E0
7.616066929E1,-8.139935881E-2,6.789663792E0,-2.386916399E0
7.616305877E1,3.447502255E-1,6.296479702E0,-6.033128500E-1
7.616544757E1,8.115994930E-1,5.690772533E0,-2.370157838E-1
7.616783653E1,1.256901860E0,6.926127434E0,1.460400224E0
7.617022586E1,1.910490751E0,7.850249767E0,4.208825588E0
7.617261575E1,2.437192440E0,7.096108437E0,3.919139862E0
7.617500549E1,2.640691042E0,7.984319687E0,2.336640596E0
7.617739502E1,2.805883646E0,1.023716640E1,2.777154446E0
7.617978507E1,2.868130207E0,1.047896957E1,2.664632082E0
7.618217476E1,2.568867922E0,1.109904194E1,8.235700130E-1
7.618456242E1,2.073289394E0,1.376367378E1,-2.274393737E-1
7.618695190E1,1.659110427E0,1.479313564E1,-1.058191657E0
7.618934164E1,1.103679538E0,1.459921360E1,-2.609567642E0
7.619173169E1,6.081010699E-1,1.526237965E1,-3.483413696E0
7.619412106E1,3.040505350E-1,1.530068493E1,-4.105879307E0
7.619650992E1,-7.661115378E-2,1.405096626E1,-5.549520969E0
7.619889950E1,-2.106806934E-1,1.348116970E1,-4.582304955E0
7.620128903E1,2.394098556E-3,1.220990372E1,-3.097963810E0
7.620367846E1,-7.182296365E-3,9.813410759E0,-4.433870792E0
7.620606820E1,7.182296365E-3,8.807888985E0,-3.425955296E0
7.620845763E1,3.806616962E-1,7.302000999E0,-3.088387549E-1
7.621084695E1,4.524846673E-1,4.953390598E0,1.388577372E-1
7.621323606E1,2.058925033E-1,4.601458073E0,1.675869152E-2
7.621562544E1,2.537744641E-1,5.168859005E0,2.631114483E0
7.621801575E1,3.375679255E-1,4.103485107E0,3.780282021E0
7.622040539E1,7.661115378E-2,4.177702427E0,2.262423277E0
7.622279450E1,5.506426841E-2,5.788930893E0,1.750086069E0
7.622518429E1,2.872918546E-1,5.788930893E0,5.123371482E-1
7.622757372E1,3.686912060E-1,5.970882416E0,-2.288758516E0
7.622996382E1,5.338839889E-1,8.372163773E0,-3.413984776E0
7.623235372E1,8.499050736E-1,1.020604324E1,-2.542532682E0
7.623474284E1,1.225778461E0,9.418383598E0,-3.698882580E0
7.623713231E1,1.278448701E0,1.038560009E1,-5.393904686E0
7.623952153E1,1.271266341E0,1.261929417E1,-3.629453659E0
7.624191060E1,1.438853383E0,1.164010811E1,-2.020619392E0
7.624430023E1,1.201837659E0,1.122353458E1,-1.587287545E0
7.624668992E1,9.911568761E-1,1.248043728E1,-9.576395154E-2
7.624907966E1,9.935510159E-1,1.198964691E1,1.632775426E0
7.625146867E1,9.313044548E-1,1.076147366E1,2.537744761E0
7.625385695E1,8.929988146E-1,1.145336819E1,3.083599329E0
7.625624627E1,1.007915616E0,1.220511532E1,4.093908787E0
7.625863560E1,1.237748981E0,1.034490108E1,3.248791933E0
7.626102471E1,1.268872380E0,1.036165905E1,2.078077793E0
7.626341659E1,1.359848142E0,1.247085953E1,2.901647806E0
7.626580580E1,1.405336022E0,1.228651524E1,2.262423277E0
7.626819544E1,1.228172660E0,1.170953655E1,-1.436459273E-2
7.627058471E1,1.163532019E0,1.187712383E1,-2.860948086E0
7.627297362E1,8.068112731E-1,1.186275864E1,-6.095375538E0
7.627536310E1,2.585626841E-1,1.159940815E1,-7.747303486E0
7.627775216E1,4.548787326E-2,1.127620506E1,-7.826309204E0
7.628014122E1,-2.920800745E-1,1.163771439E1,-7.984319687E0
7.628253060E1,-7.756879926E-1,1.202316380E1,-7.268484116E0
7.628491992E1,-6.320420504E-1,1.010788536E1,-5.906241417E0
7.628730997E1,-3.782675862E-1,7.855038166E0,-5.992428780E0
7.628969997E1,-5.243076086E-1,7.838279724E0,-5.441786289E0
7.629208971E1,-1.795574129E-1,7.383400440E0,-1.185078859E0
7.629448013E1,4.883961678E-1,5.748230934E0,3.583965778E0
7.629687008E1,7.373824120E-1,4.943813801E0,3.828164101E0
7.629925956E1,1.019886017E0,5.448968410E0,3.435531855E0
7.630164919E1,1.563346505E0,5.008454323E0,4.704403877E0
7.630403565E1,1.814726830E0,3.847316742E0,3.255974293E0
7.630642575E1,1.776421309E0,5.611767292E0,1.333513021E0
7.630881560E1,1.848244309E0,8.288370132E0,1.663898587E0
7.631120518E1,1.850638390E0,9.562029839E0,1.709386468E0
7.631359534E1,1.721356988E0,1.118762302E1,3.998144865E-1
7.631598508E1,1.627987146E0,1.203752899E1,-3.708458900E0
7.631837445E1,1.326330781E0,1.307177925E1,-6.777693272E0
7.632076382E1,1.161137819E0,1.436698723E1,-5.769777775E0
7.632315299E1,1.156349778E0,1.471173668E1,-5.140130043E0
7.632554247E1,8.331463933E-1,1.571247005E1,-5.219135284E0
7.632793169E1,7.613233924E-1,1.562867737E1,-4.220796108E0
7.633032091E1,1.019886017E0,1.373015594E1,-2.872918606E0
7.633271132E1,1.130014658E0,1.161856079E1,-3.224850893E0
7.633510138E1,1.101285338E0,1.011746120E1,-4.036450386E0
7.633749054E1,1.209019899E0,9.329803467E0,-1.220990419E0
7.633988002E1,1.582499266E0,7.325942039E0,2.125959635E0
7.634226971E1,1.673475027E0,4.991695881E0,9.121516347E-1
7.634466179E1,1.546587706E0,4.704403877E0,-6.104952097E-1
7.634705174E1,1.651928067E0,4.345289230E0,5.793718696E-1
7.634944086E1,1.637563467E0,3.514537096E0,1.309571981E0
7.635183070E1,1.333513021E0,4.366836071E0,3.758735061E-1
7.635422023E1,1.060585737E0,5.568673611E0,-1.647140026E0
7.635660960E1,6.990768313E-1,6.756146431E0,-2.157083035E0
7.635899929E1,3.998144865E-1,7.462406158E0,-2.209753275E0
7.636138872E1,1.268872321E-1,7.838279724E0,-5.398692608E0
7.636377851E1,-4.644551575E-1,9.815805435E0,-7.445646763E0
7.636616789E1,-7.110472918E-1,1.083329678E1,-6.229444981E0
7.636855674E1,-6.344361901E-1,1.100806618E1,-4.426688671E0
7.637094653E1,-6.296479702E-1,1.182924175E1,-3.876045704E0
7.637333580E1,-4.979725182E-1,1.243734264E1,-3.586359978E0
7.637572476E1,1.125226393E-1,1.269590569E1,-2.968682647E-1
7.637811440E1,9.600335956E-1,1.159222603E1,1.762056589E0
7.638050382E1,1.515464544E0,1.061782837E1,5.506426841E-2
7.638289330E1,2.169053555E0,1.107270718E1,6.871063113E-1
7.638528299E1,2.935164928E0,1.036884212E1,3.399620295E0
7.638767231E1,3.217668772E0,9.083210945E0,2.937559366E0
7.639006231E1,3.133875132E0,1.022519588E1,2.027801514E0
7.639245185E1,2.987835169E0,1.102003670E1,2.588020802E0
7.639484101E1,2.583232403E0,1.026589489E1,1.936825871E0
7.639723034E1,2.027801514E0,1.070162106E1,-3.351738155E-1
7.639961934E1,1.369424462E0,1.133845234E1,-3.622271538E0
7.640200872E1,6.535889506E-1,1.114931774E1,-5.176041603E0
7.640439789E1,3.351738155E-1,1.045502853E1,-5.504033089E0
7.640678695E1,-4.788197577E-2,1.089314938E1,-6.581377506E0
7.640917684E1,-4.931843579E-1,1.127381134E1,-7.124837875E0
7.641156612E1,-3.495384157E-1,9.643429756E0,-6.454490185E0
7.641395476E1,-6.942886859E-2,7.936437607E0,-6.332390785E0
7.641634403E1,-2.058925033E-1,7.725756645E0,-6.387455463E0
7.641873377E1,-1.316754371E-1,7.804761887E0,-3.488201857E0
7.642112388E1,3.662970960E-1,6.727417469E0,-1.388577372E-1
7.642351367E1,3.495384157E-1,6.567012787E0,2.633508667E-2
7.642590237E1,3.136269450E-1,7.215813637E0,-2.250452787E-1
7.642829174E1,7.254119515E-1,6.930915833E0,5.243076086E-1
7.643068086E1,8.666637540E-1,7.088926315E0,2.944741547E-1
7.643306945E1,9.336984754E-1,8.676214218E0,-3.160210252E-1
7.643545841E1,1.288025141E0,1.055797482E1,8.427227736E-1
7.643784763E1,1.781209469E0,1.082132626E1,1.149167418E0
7.644023705E1,2.061319113E0,1.162334919E1,-3.615089059E-1
7.644262606E1,2.365369558E0,1.341174126E1,-1.963160932E-1
7.644501492E1,2.805883646E0,1.302629089E1,7.661115378E-2
7.644740455E1,2.810672045E0,1.332076454E1,5.314899087E-1
7.644979341E1,2.784336805E0,1.444359779E1,1.869791150E0
7.645218185E1,2.638296843E0,1.445556831E1,3.387649775E0
7.645457107E1,2.233694315E0,1.347638226E1,3.830558062E0
7.645696023E1,1.833879590E0,1.237270164E1,2.298334837E0
7.645935008E1,1.254507780E0,1.174065971E1,9.265161753E-1
7.646174008E1,7.445647120E-1,9.542878151E0,-9.313044548E-1
7.646412789E1,2.777154744E-1,8.199788094E0,-2.494651079E0
7.646651830E1,-2.441980839E-1,8.704942703E0,-2.480286360E0
7.646890804E1,-7.014709115E-1,8.386528015E0,-2.176235676E0
7.647129711E1,-9.097574949E-1,7.234966278E0,-3.141057491E0
7.647368679E1,-1.036644697E0,6.866274834E0,-5.346022606E0
7.647607653E1,-1.197049379E0,6.703476429E0,-6.911763191E0
7.647846653E1,-1.070162177E0,5.810477734E0,-7.172719955E0
7.648085591E1,-8.092053533E-1,6.430549145E0,-6.207898140E0
7.648324471E1,-6.176775098E-1,7.783215046E0,-5.762595654E0
7.648563466E1,-2.346216738E-1,7.603657722E0,-5.906241417E0
7.648802435E1,4.500905573E-1,6.689112186E0,-5.676407814E0
7.649041382E1,9.959450364E-1,6.974009514E0,-5.298140526E0
7.649280393E1,1.379000902E0,7.833490849E0,-3.720429420E0
7.649519388E1,1.936825871E0,8.001077652E0,-5.793718696E-1
7.649758414E1,2.434798479E0,8.604391098E0,2.372551680E0
7.649997388E1,2.736454725E0,9.164609909E0,3.325403214E0
7.650236294E1,2.913618326E0,8.671425819E0,2.049348593E0
7.650475237E1,2.968682528E0,9.301074028E0,2.379734278E0
7.650714169E1,3.059658289E0,1.010549068E1,2.856159687E0
7.650953054E1,2.808277845E0,1.080935574E1,8.570873737E-1
7.651191981E1,2.408463240E0,1.251634789E1,-1.508282125E-1
7.651430924E1,2.224117756E0,1.432389259E1,8.187817335E-1
7.651669903E1,1.948796391E0,1.571725845E1,1.070162177E0
7.651908867E1,1.618410707E0,1.598060894E1,-1.446035624E0
7.652147799E1,1.352665782E0,1.595427418E1,-3.639029980E0
7.652386784E1,1.288025141E0,1.477398300E1,-4.816926479E0
7.652625731E1,1.156349778E0,1.322739601E1,-5.681196690E0
7.652864627E1,9.528512955E-1,1.282997513E1,-4.984513283E0
7.653103544E1,9.217280149E-1,1.296883297E1,-1.386183143E0
7.653342466E1,1.161137819E0,1.124268818E1,1.407730103E0
7.653581440E1,1.343089342E0,8.659455299E0,-1.915278845E-2
7.653820424E1,1.390971422E0,7.685057163E0,-7.948408127E-1
7.654059346E1,1.728539228E0,5.764989853E0,-8.858165890E-2
7.654298304E1,1.884155750E0,4.522452354E0,6.248597503E-1
7.654537424E1,1.857820630E0,5.611767292E0,1.728539228E0
7.654776330E1,1.898520231E0,5.623737812E0,9.241221547E-1
7.655015242E1,1.735721588E0,5.049154282E0,-8.642696142E-1
7.655254174E1,1.608834386E0,5.082671642E0,-2.571261883E0
7.655493127E1,1.266478300E0,6.071434498E0,-4.804955959E0
7.655732018E1,6.655594110E-1,8.443985939E0,-4.232766628E0
7.655970877E1,4.213613868E-1,9.341773033E0,-2.714907885E0
7.656209862E1,1.029462516E-1,1.047657585E1,-2.786731005E0
7.656448820E1,-2.872918546E-1,1.190585327E1,-4.201643467E0
7.656687721E1,-3.854499161E-1,1.188191223E1,-5.089853764E0
7.656926674E1,-1.867396981E-1,1.204471111E1,-2.851371527E0
7.657165627E1,1.149167418E-1,1.198725224E1,-2.092442274E0
7.657404596E1,2.226511836E-1,1.280364037E1,-2.092442274E0
7.657643539E1,7.349883318E-1,1.344046974E1,1.548981905E0
7.657882455E1,1.541799664E0,1.232481956E1,4.438659191E0
7.658121424E1,1.865002871E0,1.147730923E1,2.736454725E0
7.658360408E1,2.128353834E0,1.139351559E1,1.455611944E0
7.658599320E1,2.590414762E0,1.049812317E1,2.494651079E0
7.658838268E1,2.590414762E0,1.026110744E1,2.901647806E0
7.659077200E1,2.317487478E0,1.093863678E1,1.611228466E0
7.659316179E1,1.963160992E0,1.083090305E1,-5.697954893E-1
7.659555122E1,1.407730103E0,9.722434998E0,-3.205698252E0
7.659794018E1,7.780820727E-1,9.387261391E0,-5.832024574E0
7.660033007E1,2.394098556E-3,1.106313038E1,-5.642890453E0
7.660271935E1,-5.338839889E-1,1.113255882E1,-4.871991158E0
7.660510810E1,-8.762401342E-1,1.056276417E1,-4.979725361E0
7.660749747E1,-1.072556257E0,1.094821358E1,-4.807350636E0
7.660988679E1,-8.594814539E-1,9.274739265E0,-5.736260414E0
7.661227638E1,-5.386722088E-1,7.043438435E0,-6.200716019E0
7.661466591E1,-1.843456030E-1,7.014709473E0,-3.842528582E0
7.661705554E1,3.303856254E-1,6.859093189E0,-6.272538900E-1
7.661944570E1,7.134414315E-1,5.530367851E0,1.153955579E0
7.662183544E1,9.600335956E-1,5.049154282E0,2.312699556E0
7.662422367E1,1.223384500E0,5.214346886E0,3.090781450E0
7.662661304E1,1.173108339E0,5.403481007E0,2.999805689E0
7.662900226E1,9.480631351E-1,6.329997063E0,3.162604570E0
7.663139216E1,8.953929543E-1,7.591687202E0,3.028534889E0
7.663378179E1,5.793718696E-1,8.709731102E0,7.828702927E-1
7.663617143E1,1.556164175E-1,1.005521488E1,-1.230566740E0
7.663856210E1,1.316754371E-1,1.103440094E1,-2.597597361E0
7.664095221E1,-5.267017335E-2,1.207104588E1,-5.202376366E0
7.664334179E1,-3.662970960E-1,1.369424534E1,-6.198321342E0
7.664573138E1,-1.867396981E-1,1.405575371E1,-5.238287926E0
7.664812117E1,1.675869152E-2,1.361763382E1,-5.188012123E0
7.665051179E1,-8.139935881E-2,1.354341698E1,-6.069040298E0
7.665290169E1,1.675869152E-2,1.246846581E1,-6.100163460E0
7.665529091E1,2.058925033E-1,1.111340618E1,-4.079544067E0
7.665768086E1,2.106806934E-1,9.779892921E0,-2.690967083E0
7.666007007E1,8.858165890E-2,9.030540466E0,-1.436459303E0
7.666245893E1,5.267017335E-2,8.384134293E0,1.261690021E0
7.666484908E1,2.394098788E-2,6.981192112E0,2.631114483E0
7.666723877E1,-1.316754371E-1,6.282114983E0,2.382128239E0
7.666962851E1,-2.322275788E-1,5.712319374E0,1.460400224E0
7.667201799E1,-3.399620354E-1,5.719501972E0,1.122832298E0
7.667440700E1,-3.375679255E-1,6.768116951E0,1.807544470E0
7.667679664E1,-3.423561156E-1,8.551720619E0,2.856159687E0
7.667918612E1,-3.279915452E-1,9.557242393E0,2.576050282E0
7.668157544E1,-1.795574129E-1,9.334590912E0,-6.248597503E-1
7.668396544E1,-1.963160932E-1,1.052445793E1,-3.287097454E0
7.668635534E1,-2.034983933E-1,1.131690502E1,-4.208825588E0
7.668874539E1,-1.292813420E-1,1.066092205E1,-5.216741085E0
7.669113534E1,-2.226511836E-1,1.110622406E1,-5.920606136E0
7.669352502E1,-5.243076086E-1,1.240143204E1,-5.252652645E0
7.669591513E1,-6.392243505E-1,1.182445431E1,-3.799434662E0
7.669830455E1,-5.482486486E-1,9.621883392E0,-4.395565510E0
7.670069330E1,-7.685056925E-1,9.442324638E0,-4.869596958E0
7.670308257E1,-8.953929543E-1,9.602729797E0,-2.645478964E0
7.670547252E1,-6.464067101E-1,8.290763855E0,1.747692078E-1
7.670786226E1,-4.931843579E-1,8.223729134E0,1.520252705E0
7.671025211E1,-4.740315676E-1,9.222067833E0,2.286364317E0
7.671264158E1,-1.963160932E-1,8.257246971E0,2.281575918E0
7.671503143E1,4.548787326E-2,7.799973488E0,1.766844869E0
7.671742096E1,9.576395154E-2,9.712859154E0,2.001466513E0
7.671981002E1,1.915279031E-1,1.135760403E1,2.554503202E0
7.672219940E1,3.734793961E-1,1.192739964E1,2.566473722E0
7.672458908E1,5.195194483E-1,1.240143204E1,3.351738155E-1
7.672697909E1,4.548787475E-1,1.375888634E1,-1.939219952E0
7.672936883E1,6.727417707E-1,1.384507275E1,-2.446768999E0
7.673175830E1,9.648218155E-1,1.288743401E1,-2.944741488E0
7.673414841E1,9.001811147E-1,1.315317917E1,-3.797040462E0
7.673653794E1,9.217280149E-1,1.306938457E1,-3.823375702E0
7.673892731E1,9.791863561E-1,1.192739964E1,-2.398886919E0
7.674131731E1,8.762401342E-1,1.112298298E1,-5.865541697E-1
7.674370700E1,7.182296515E-1,9.875657082E0,-6.511948705E-1
7.674609643E1,3.710853159E-1,8.889288902E0,-7.900525331E-1
7.674848612E1,6.464067101E-2,8.925200462E0,1.690233707E0
7.675087502E1,-7.900525630E-2,7.783215046E0,2.758001804E0
7.675326471E1,-5.075489283E-1,6.957251072E0,8.882106543E-1
7.675565424E1,-8.235700130E-1,6.715446949E0,-1.151561499E0
7.675804336E1,-9.360926151E-1,6.284509182E0,-1.738115788E0
7.676043278E1,-1.132408738E0,5.944547176E0,-2.078077793E0
7.676282237E1,-1.182684779E0,6.121710300E0,-3.275126934E0
7.676521252E1,-1.232960820E0,8.872529984E0,-1.024674296E0
7.676760200E1,-9.097574949E-1,9.834958076E0,1.656716347E0
7.676999132E1,-3.519325256E-1,8.530174255E0,-9.743981957E-1
7.677238143E1,-1.101285368E-1,1.018449593E1,-3.076416969E0
7.677477080E1,4.764256477E-1,1.101764202E1,-1.975131512E0
7.677715997E1,1.235355020E0,1.023477173E1,-6.607712507E-1
7.677954940E1,1.604046106E0,1.155392075E1,-4.237554669E-1
7.678193888E1,1.910490751E0,1.256422997E1,-1.232960820E0
7.678432919E1,2.288758516E0,1.165926075E1,-9.169397950E-1
7.678671888E1,2.623932362E0,1.048375797E1,-1.077344418E0
7.678910799E1,2.477892160E0,1.079499054E1,-2.971076488E0
7.679149768E1,2.042166233E0,1.163053226E1,-2.389310598E0
7.679388684E1,1.893732071E0,1.075668621E1,-1.915278845E-2
7.679627560E1,1.436459303E0,9.667370796E0,-8.522991538E-1
7.679866487E1,5.195194483E-1,9.782286644E0,-3.040505409E0
7.680105424E1,-3.351738304E-2,8.652273178E0,-3.313432693E0
7.680344419E1,-4.812138379E-1,7.426494598E0,-2.341428518E0
7.680583403E1,-1.175502539E0,8.118389130E0,-1.953584671E0
7.680822336E1,-1.474764824E0,8.345828056E0,-2.054136753E0
7.681061299E1,-1.383789182E0,7.917284489E0,-1.211413980E0
7.681300221E1,-1.130014658E0,7.345095158E0,-1.302389741E0
7.681539138E1,-6.823181510E-1,7.167931557E0,-2.372551680E0
7.681778101E1,-4.069967940E-2,7.792791367E0,-1.544193745E0
7.682017054E1,7.804762125E-1,7.677874565E0,-6.416184306E-1
7.682256023E1,1.381394982E0,7.960378647E0,-1.604046077E-1
7.682494893E1,1.922461271E0,8.183029175E0,-1.675869152E-2
7.682733799E1,2.348610640E0,7.732938766E0,-1.256901860E0
7.682972778E1,2.276787996E0,8.575661659E0,-1.429276943E0
7.683211721E1,2.224117756E0,9.538088799E0,2.178629786E-1
7.683450606E1,2.130748034E0,1.027547169E1,1.034250736E0
7.683689528E1,1.577711105E0,1.180530071E1,3.375679255E-1
7.683928461E1,1.278448701E0,1.265760040E1,1.556164175E-1
7.684167471E1,1.247325540E0,1.286109829E1,8.546932340E-1
7.684406445E1,1.029462457E0,1.265041828E1,-5.434604287E-1
7.684645341E1,8.762401342E-1,1.234157944E1,-2.389310598E0
7.684884304E1,1.003127337E0,1.173826599E1,-1.754874349E0
7.685123226E1,1.055797458E0,1.104637241E1,-8.403286934E-1
7.685362112E1,1.003127337E0,1.073753262E1,-9.432749152E-1
7.685601044E1,1.130014658E0,9.964239120E0,-8.331463933E-1
7.685839976E1,1.189867139E0,8.975476265E0,-4.309377670E-1
7.686078945E1,1.165926099E0,8.228517532E0,-1.055797458E0
7.686317841E1,1.254507780E0,8.226123810E0,-1.292813420E0
7.686556815E1,1.364636302E0,7.378612518E0,-2.509015560E0
7.686795856E1,1.127620459E0,6.801634312E0,-4.881567478E0
7.687034862E1,1.027068377E0,8.276399612E0,-3.153028011E0
7.687273825E1,1.237748981E0,8.013048172E0,-1.865002871E0
7.687512815E1,7.804762125E-1,8.029807091E0,-3.727611780E0
7.687751794E1,4.788197577E-1,9.262767792E0,-3.270339012E0
7.687990789E1,5.817660093E-1,8.771978378E0,-2.367763758E0
7.688229752E1,6.703476608E-2,9.152640343E0,-2.520986080E0
7.688468679E1,-2.465921789E-1,1.034250736E1,-1.972737432E0
7.688707653E1,-2.034983933E-1,1.098891258E1,4.069967866E-1
7.688946570E1,-2.657449543E-1,1.061303997E1,8.235700130E-1
7.689185487E1,-2.609567642E-1,1.087639141E1,-3.327797055E-1
7.689424445E1,9.576395154E-2,1.161137867E1,6.990768313E-1
7.689663403E1,5.841601491E-1,1.145576286E1,2.169053555E0
7.689902429E1,1.060585737E0,1.167601967E1,2.803489685E0
7.690141440E1,1.735721588E0,1.174305439E1,2.439586401E0
7.690380435E1,2.236088276E0,1.157307339E1,2.468315840E0
7.690619455E1,2.758001804E0,1.055797482E1,2.305516958E0
7.690858377E1,3.119510651E0,9.423172951E0,1.101285368E-1
7.691097278E1,2.892071247E0,9.638642311E0,-1.845850110E0
7.691336252E1,2.645478964E0,8.848588943E0,-2.791519165E0
7.691575242E1,2.202570677E0,8.561297417E0,-2.860948086E0
7.691814263E1,1.419700503E0,9.044904709E0,-3.967021465E0
7.692053179E1,4.812138379E-1,8.360193253E0,-6.897398472E0
7.692292034E1,-4.117850065E-1,7.795185566E0,-7.383400440E0
7.692531013E1,-1.034250736E0,7.381006718E0,-6.485613346E0
7.692769992E1,-1.762056589E0,7.342700958E0,-6.210291862E0
7.693008929E1,-2.214541197E0,6.940492630E0,-5.410663128E0
7.693247914E1,-2.102018833E0,5.738654613E0,-4.271071911E0
7.693486867E1,-1.944008112E0,5.729078293E0,-2.722090244E0
